index,OPE ID,School,City_x,State_x,Zip Code,School Type,Loan Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Lat,Lng,City_y,State_y,Full Zip Code
9155,2014,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,NEW ORLEANS,LA,70112,Public,Unsubsidized - Graduate,1150,1162,36450255.0,1180,17547664.0,29.95608,-90.07733,New Orleans,LA,70112
9156,2031,UNIVERSITY OF LOUISIANA AT LAFAYETTE,LAFAYETTE,LA,70503,Public,Unsubsidized - Graduate,665,676,9734868.0,676,5241710.0,30.17353,-92.05901,Lafayette,LA,70503
9157,2006,GRAMBLING STATE UNIVERSITY,GRAMBLING,LA,71245,Public,Unsubsidized - Graduate,694,694,13196503.0,694,6598784.0,32.52697,-92.7145,Grambling,LA,71245
9158,2013,LOUISIANA STATE UNIVERSITY IN SHREVEPORT,SHREVEPORT,LA,71115,Public,Unsubsidized - Graduate,2132,2133,41697575.0,2133,7428783.0,32.26472,-93.56247,Shreveport,LA,71115
9159,2032,XAVIER UNIVERSITY OF LOUISIANA,NEW ORLEANS,LA,70125,Private-Nonprofit,Unsubsidized - Graduate,582,587,14695770.0,588,7260451.0,29.95202,-90.10338,New Orleans,LA,70125
9161,2016,LOYOLA UNIVERSITY NEW ORLEANS,NEW ORLEANS,LA,70118,Private-Nonprofit,Unsubsidized - Graduate,582,583,11420781.0,583,5434057.0,29.9451,-90.1257,New Orleans,LA,70118
9162,2020,UNIVERSITY OF LOUISIANA AT MONROE,MONROE,LA,71209,Public,Unsubsidized - Graduate,844,851,15924751.0,851,8019646.0,32.53036,-92.07206,Monroe,LA,71209
9163,2021,NORTHWESTERN STATE UNIVERSITY,NATCHITOCHES,LA,71497,Public,Unsubsidized - Graduate,359,369,6336166.0,369,3167838.0,31.74902,-93.09795,Natchitoches,LA,71497
9164,2024,SOUTHEASTERN LOUISIANA UNIVERSITY,HAMMOND,LA,70402,Public,Unsubsidized - Graduate,254,257,3858838.0,257,1988209.0,30.51652,-90.46932,Hammond,LA,70402
9165,2008,LOUISIANA TECH UNIVERSITY,RUSTON,LA,71272,Public,Unsubsidized - Graduate,229,229,3659793.0,229,1286515.0,32.52928,-92.6517,Ruston,LA,71272
9166,2015,UNIVERSITY OF NEW ORLEANS (THE),NEW ORLEANS,LA,70148,Public,Unsubsidized - Graduate,506,521,8737264.0,521,4459145.0,30.0287,-90.06753,New Orleans,LA,70148
9167,8067,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER IN SHREVEPORT,SHREVEPORT,LA,71130,Public,Unsubsidized - Graduate,602,615,20033321.0,615,10105479.0,32.467848,-93.764207,SHREVEPORT,LA,71130
9168,2005,NICHOLLS STATE UNIVERSITY,THIBODAUX,LA,70310,Public,Unsubsidized - Graduate,299,303,4293472.0,303,2199371.0,29.79048,-90.80301,Thibodaux,LA,70310
9170,2017,MCNEESE STATE UNIVERSITY,LAKE CHARLES,LA,70609,Public,Unsubsidized - Graduate,236,240,3522850.0,240,1761636.0,30.17907,-93.21482,Lake Charles,LA,70609
9171,31062,FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY,BATON ROUGE,LA,70808,Private-Nonprofit,Unsubsidized - Graduate,213,213,4233238.0,213,1881519.0,30.4057,-91.14236,Baton Rouge,LA,70808
9173,2026,SOUTHERN UNIVERSITY AT NEW ORLEANS,NEW ORLEANS,LA,70126,Public,Unsubsidized - Graduate,237,240,4598981.0,241,2299547.0,30.01948,-90.01739,New Orleans,LA,70126
9175,2050,UNIVERSITY OF NEW ENGLAND,BIDDEFORD,ME,4005,Private-Nonprofit,Unsubsidized - Graduate,1096,1096,35170104.0,1096,17727846.0,43.49591,-70.49537,Biddeford,ME,04005
9176,2053,UNIVERSITY OF MAINE,ORONO,ME,4469,Public,Unsubsidized - Graduate,335,349,4948873.0,350,2527452.0,44.90251,-68.66624,Orono,ME,04469
9178,2043,HUSSON UNIVERSITY,BANGOR,ME,4401,Private-Nonprofit,Unsubsidized - Graduate,433,433,9024134.0,433,4167757.0,44.84711,-68.84654,Bangor,ME,04401
9179,2051,SAINT JOSEPH'S COLLEGE,STANDISH,ME,4084,Private-Nonprofit,Unsubsidized - Graduate,121,121,1180211.0,121,541277.0,43.76637,-70.55893,Standish,ME,04084
9180,6858,UNITY COLLEGE,UNITY,ME,4988,Private-Nonprofit,Unsubsidized - Graduate,109,109,1976014.0,109,412678.0,44.59588,-69.35959,Unity,ME,04988
9181,2044,MAINE MARITIME ACADEMY,CASTINE,ME,4420,Public,Unsubsidized - Graduate,8,8,51308.0,8,51308.0,44.3898193,-68.80326415,CASTINE,ME,04420
9182,6760,UNIVERSITY OF MAINE - AUGUSTA,AUGUSTA,ME,4330,Public,Unsubsidized - Graduate,11,11,172677.0,11,82395.0,44.36387,-69.73729,Augusta,ME,04330
9183,2040,UNIVERSITY OF MAINE - FARMINGTON,FARMINGTON,ME,4938,Public,Unsubsidized - Graduate,18,18,214385.0,18,107193.0,44.65881,-70.10329,Farmington,ME,04938
9184,2052,THOMAS COLLEGE,WATERVILLE,ME,4901,Private-Nonprofit,Unsubsidized - Graduate,24,25,417328.0,26,130163.0,44.55449,-69.57037,Waterville,ME,04901
9187,11673,MAINE COLLEGE OF ART,PORTLAND,ME,4101,Private-Nonprofit,Unsubsidized - Graduate,12,12,223510.0,12,141510.0,43.6624,-70.2586,Portland,ME,04101
9188,2104,"UNIVERSITY OF MARYLAND, BALTIMORE",BALTIMORE,MD,21201,Public,Unsubsidized - Graduate,2254,2266,53408381.0,2268,26716302.0,39.29487,-76.62237,Baltimore,MD,21201
9189,2103,"UNIVERSITY OF MARYLAND, COLLEGE PARK",COLLEGE PARK,MD,20742,Public,Unsubsidized - Graduate,1194,1328,20208060.0,1328,10326444.0,38.99422,-76.94347,College Park,MD,20742
9190,2099,TOWSON UNIVERSITY,TOWSON,MD,21252,Public,Unsubsidized - Graduate,687,692,11359572.0,692,5819458.0,39.39413,-76.61144,Towson,MD,21252
9191,11644,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,ADELPHI,MD,20783,Public,Unsubsidized - Graduate,2549,2664,42982769.0,3545,21652866.0,38.99988,-76.96886,Hyattsville,MD,20783
9192,2091,SALISBURY UNIVERSITY,SALISBURY,MD,21801,Public,Unsubsidized - Graduate,352,372,6000109.0,372,3101374.0,38.38106,-75.64073,Salisbury,MD,21801
9193,2102,UNIVERSITY OF BALTIMORE,BALTIMORE,MD,21201,Public,Unsubsidized - Graduate,996,997,18692407.0,997,9626344.0,39.29487,-76.62237,Baltimore,MD,21201
9194,2105,UNIVERSITY OF MARYLAND - BALTIMORE COUNTY,BALTIMORE,MD,21250,Public,Unsubsidized - Graduate,326,337,5017528.0,337,2698683.0,39.25558,-76.71117,Baltimore,MD,21250
9195,2083,MORGAN STATE UNIVERSITY,BALTIMORE,MD,21251,Public,Unsubsidized - Graduate,353,360,6312180.0,360,3147594.0,39.34993,-76.58027,Baltimore,MD,21251
9196,2078,LOYOLA UNIVERSITY MARYLAND,BALTIMORE,MD,21210,Private-Nonprofit,Unsubsidized - Graduate,263,296,5401927.0,296,2736465.0,39.35878,-76.63521,Baltimore,MD,21210
9197,2106,UNIVERSITY OF MARYLAND - EASTERN SHORE,PRINCESS ANNE,MD,21853,Public,Unsubsidized - Graduate,299,304,7565992.0,307,3796579.0,38.20453,-75.7102,Princess Anne,MD,21853
9198,2072,FROSTBURG STATE UNIVERSITY,FROSTBURG,MD,21532,Public,Unsubsidized - Graduate,150,155,2258473.0,155,1221903.0,39.65559,-78.96025,Frostburg,MD,21532
9199,2080,MARYLAND INSTITUTE COLLEGE OF ART,BALTIMORE,MD,21217,Private-Nonprofit,Unsubsidized - Graduate,245,245,4804988.0,245,2423772.0,39.30701,-76.63833,Baltimore,MD,21217
9201,2065,NOTRE DAME OF MARYLAND UNIVERSITY,BALTIMORE,MD,21210,Private-Nonprofit,Unsubsidized - Graduate,222,222,5702600.0,222,2861963.0,39.35878,-76.63521,Baltimore,MD,21210
9202,2086,MOUNT SAINT MARY'S UNIVERSITY,EMMITSBURG,MD,21727,Private-Nonprofit,Unsubsidized - Graduate,71,75,512971.0,75,342732.0,39.68865,-77.33096,Emmitsburg,MD,21727
9203,2109,MCDANIEL COLLEGE,WESTMINSTER,MD,21157,Private-Nonprofit,Unsubsidized - Graduate,125,126,2066860.0,126,809948.0,39.54889,-76.98162,Westminster,MD,21157
9204,2062,BOWIE STATE UNIVERSITY,BOWIE,MD,20715,Public,Unsubsidized - Graduate,136,136,2379412.0,136,1210207.0,38.98643,-76.73967,Bowie,MD,20715
9205,2076,HOOD COLLEGE,FREDERICK,MD,21701,Private-Nonprofit,Unsubsidized - Graduate,105,106,1711736.0,106,830533.0,39.44729,-77.33512,Frederick,MD,21701
9208,2663,UNIVERSITY OF NEW MEXICO,ALBUQUERQUE,NM,87131,Public,Unsubsidized - Graduate,1621,1790,29924529.0,2247,17137783.0,35.0841034,-106.650985,ALBUQUERQUE,NM,87131
9211,2073,GOUCHER COLLEGE,BALTIMORE,MD,21204,Private-Nonprofit,Unsubsidized - Graduate,118,118,999279.0,118,765486.0,39.40353,-76.63024,Towson,MD,21204
9213,2095,SAINT MARY'S COLLEGE OF MARYLAND,ST. MARYS CITY,MD,20686,Public,Unsubsidized - Graduate,10,10,205000.0,20,102500.0,38.18557,-76.43898,Saint Marys City,MD,20686
9214,2068,COPPIN STATE UNIVERSITY,BALTIMORE,MD,21216,Public,Unsubsidized - Graduate,70,70,1381026.0,70,690513.0,39.3108,-76.67145,Baltimore,MD,21216
9216,1436,CAPITOL TECHNOLOGY UNIVERSITY,LAUREL,MD,20708,Private-Nonprofit,Unsubsidized - Graduate,77,77,1315103.0,77,379707.0,39.04546,-76.83462,Laurel,MD,20708
9219,2130,BOSTON UNIVERSITY,BOSTON,MA,2215,Private-Nonprofit,Unsubsidized - Graduate,3825,4791,84739133.0,4792,45533008.0,42.34741,-71.10276,Boston,MA,02215
9220,2219,TUFTS UNIVERSITY,MEDFORD,MA,2155,Private-Nonprofit,Unsubsidized - Graduate,2309,2331,80223921.0,2331,40457477.0,42.42324,-71.10878,Medford,MA,02155
9221,2165,MCPHS UNIVERSITY,BOSTON,MA,2115,Private-Nonprofit,Unsubsidized - Graduate,1462,2225,41520740.0,2225,16461139.0,42.34046,-71.09481,Boston,MA,02115
9222,2199,NORTHEASTERN UNIVERSITY,BOSTON,MA,2115,Private-Nonprofit,Unsubsidized - Graduate,1858,1860,36556178.0,2098,16331254.0,42.34046,-71.09481,Boston,MA,02115
9223,2221,UNIVERSITY OF MASSACHUSETTS - AMHERST,AMHERST,MA,1003,Public,Unsubsidized - Graduate,846,890,13545741.0,890,7191854.0,42.39135,-72.52327,Amherst,MA,01003
9224,2128,BOSTON COLLEGE,CHESTNUT HILL,MA,2467,Private-Nonprofit,Unsubsidized - Graduate,1141,1143,22353222.0,1143,11204729.0,42.31725,-71.16096,Chestnut Hill,MA,02467
9225,2155,HARVARD UNIVERSITY,CAMBRIDGE,MA,2138,Private-Nonprofit,Unsubsidized - Graduate,1915,1926,41741971.0,1926,21766565.0,42.37997,-71.13446,Cambridge,MA,02138
9226,2161,UNIVERSITY OF MASSACHUSETTS - LOWELL,LOWELL,MA,1854,Public,Unsubsidized - Graduate,620,620,11016150.0,623,5396897.0,42.64939,-71.34827,Lowell,MA,01854
9227,2218,SUFFOLK UNIVERSITY,BOSTON,MA,2108,Private-Nonprofit,Unsubsidized - Graduate,1127,1128,21536390.0,1128,11451510.0,42.35657,-71.06516,Boston,MA,02108
9228,2222,UNIVERSITY OF MASSACHUSETTS AT BOSTON,BOSTON,MA,2125,Public,Unsubsidized - Graduate,711,725,12418669.0,725,6272072.0,42.31578,-71.0562,Dorchester,MA,02125
9229,2208,SIMMONS UNIVERSITY,BOSTON,MA,2115,Private-Nonprofit,Unsubsidized - Graduate,2091,2091,31495124.0,2091,20320833.0,42.34046,-71.09481,Boston,MA,02115
9230,2226,WESTERN NEW ENGLAND UNIVERSITY,SPRINGFIELD,MA,1119,Private-Nonprofit,Unsubsidized - Graduate,470,470,10940779.0,470,5228445.0,42.12452,-72.51126,Springfield,MA,01119
9231,2210,UNIVERSITY OF MASSACHUSETTS AT DARTMOUTH,NORTH DARTMOUTH,MA,2747,Public,Unsubsidized - Graduate,488,492,9005954.0,492,4622253.0,41.6577,-71.01202,North Dartmouth,MA,02747
9232,2206,REGIS COLLEGE,WESTON,MA,2193,Private-Nonprofit,Unsubsidized - Graduate,927,930,18221594.0,930,6851670.0,42.3667625,-71.3031132,WESTON,MA,02193
9233,2146,EMERSON COLLEGE,BOSTON,MA,2116,Private-Nonprofit,Unsubsidized - Graduate,452,452,8691560.0,452,4608900.0,42.35105,-71.07638,Boston,MA,02116
9235,2126,BERKLEE COLLEGE OF MUSIC,BOSTON,MA,2215,Private-Nonprofit,Unsubsidized - Graduate,84,84,1683250.0,84,778471.0,42.34741,-71.10276,Boston,MA,02215
9236,2233,WORCESTER POLYTECHNIC INST,WORCESTER,MA,1609,Private-Nonprofit,Unsubsidized - Graduate,63,63,1001523.0,63,661642.0,42.28592,-71.82853,Worcester,MA,01609
9237,2160,LESLEY UNIVERSITY,CAMBRIDGE,MA,2138,Private-Nonprofit,Unsubsidized - Graduate,729,739,13577374.0,1107,5767311.0,42.37997,-71.13446,Cambridge,MA,02138
9238,2211,SPRINGFIELD COLLEGE,SPRINGFIELD,MA,1109,Private-Nonprofit,Unsubsidized - Graduate,358,360,6615977.0,360,3265684.0,42.11839,-72.54876,Springfield,MA,01109
9239,2120,MERRIMACK COLLEGE,NORTH ANDOVER,MA,1845,Private-Nonprofit,Unsubsidized - Graduate,135,135,2513287.0,135,1260252.0,42.67132,-71.08669,North Andover,MA,01845
9240,2148,ENDICOTT COLLEGE,BEVERLY,MA,1915,Private-Nonprofit,Unsubsidized - Graduate,242,246,2010283.0,246,1297870.0,42.56841,-70.8647,Beverly,MA,01915
9241,2122,BAY PATH UNIVERSITY,LONGMEADOW,MA,1106,Private-Nonprofit,Unsubsidized - Graduate,243,243,4770228.0,243,2229209.0,42.04877,-72.57163,Longmeadow,MA,01106
9243,2143,CURRY COLLEGE,MILTON,MA,2186,Private-Nonprofit,Unsubsidized - Graduate,59,59,1013905.0,59,487086.0,42.23854,-71.08464,Milton,MA,02186
9244,21829,CAMBRIDGE COLLEGE,BOSTON,MA,2129,Private-Nonprofit,Unsubsidized - Graduate,774,774,12770004.0,774,4298406.0,42.37975,-71.06167,Charlestown,MA,02129
9245,2133,BRANDEIS UNIVERSITY,WALTHAM,MA,2453,Private-Nonprofit,Unsubsidized - Graduate,258,258,4193329.0,258,2083927.0,42.36918,-71.24101,Waltham,MA,02453
9248,2217,STONEHILL COLLEGE,EASTON,MA,2357,Private-Nonprofit,Unsubsidized - Graduate,15,15,273859.0,15,96609.0,42.06224,-71.07751,North Easton,MA,02357
9249,2158,LASELL UNIVERSITY,NEWTON,MA,2466,Private-Nonprofit,Unsubsidized - Graduate,233,233,1788311.0,403,1156000.0,42.34541,-71.24759,Auburndale,MA,02466
9250,2118,ASSUMPTION UNIVERSITY,WORCESTER,MA,1615,Private-Nonprofit,Unsubsidized - Graduate,69,69,1257179.0,69,607798.0,42.2625621,-71.8018877,WORCESTER,MA,01615
9251,2124,BENTLEY UNIVERSITY,WALTHAM,MA,2452,Private-Nonprofit,Unsubsidized - Graduate,157,157,2952048.0,157,1670658.0,42.39365,-71.2202,Waltham,MA,02452
9252,2114,AMERICAN INTERNATIONAL COLLEGE,SPRINGFIELD,MA,1109,Private-Nonprofit,Unsubsidized - Graduate,274,339,4433997.0,339,2094888.0,42.11839,-72.54876,Springfield,MA,01109
9253,2178,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MA,2139,Private-Nonprofit,Unsubsidized - Graduate,190,190,3816106.0,190,1940658.0,42.36224,-71.10253,Cambridge,MA,02139
9254,2139,CLARK UNIVERSITY,WORCESTER,MA,1610,Private-Nonprofit,Unsubsidized - Graduate,72,76,1124023.0,76,583140.0,42.24645,-71.80968,Worcester,MA,01610
9255,2123,BECKER COLLEGE,WORCESTER,MA,1615,Private-Nonprofit,Unsubsidized - Graduate,4,4,82000.0,4,41000.0,42.2625621,-71.8018877,WORCESTER,MA,01615
9257,2180,MASSACHUSETTS COLLEGE OF ART AND DESIGN,BOSTON,MA,2115,Public,Unsubsidized - Graduate,27,27,519232.0,27,264741.0,42.34046,-71.09481,Boston,MA,02115
9258,2121,BABSON COLLEGE,BABSON PARK,MA,2457,Private-Nonprofit,Unsubsidized - Graduate,114,114,2227230.0,115,1182605.0,42.29777,-71.26887,Babson Park,MA,02457
9262,2187,MASSACHUSETTS COLLEGE OF LIBERAL ARTS,NORTH ADAMS,MA,1247,Public,Unsubsidized - Graduate,16,18,222110.0,18,111647.0,42.69813,-73.09264,North Adams,MA,01247
9264,2192,MOUNT HOLYOKE COLLEGE,SOUTH HADLEY,MA,1075,Private-Nonprofit,Unsubsidized - Graduate,41,65,291024.0,65,255289.0,42.25672,-72.57928,South Hadley,MA,01075
9265,2209,SMITH COLLEGE,NORTHAMPTON,MA,1063,Private-Nonprofit,Unsubsidized - Graduate,14,14,251500.0,14,125750.0,42.31962,-72.63951,Northampton,MA,01063
9266,2164,NEW ENGLAND COLLEGE OF OPTOMETRY (THE),BOSTON,MA,2115,Private-Nonprofit,Unsubsidized - Graduate,86,87,3071030.0,87,1531428.0,42.34046,-71.09481,Boston,MA,02115
9268,3966,BOSTON ARCHITECTURAL COLLEGE,BOSTON,MA,2115,Private-Nonprofit,Unsubsidized - Graduate,159,159,3015582.0,160,1652510.0,42.34046,-71.09481,Boston,MA,02115
9269,32353,MASSACHUSETTS SCHOOL OF LAW AT ANDOVER,ANDOVER,MA,1810,Private-Nonprofit,Unsubsidized - Graduate,168,168,3257541.0,170,1781006.0,42.64669,-71.16517,Andover,MA,01810
9270,2194,NEW ENGLAND CONSERVATORY OF MUSIC,BOSTON,MA,2115,Private-Nonprofit,Unsubsidized - Graduate,83,83,1586110.0,83,795749.0,42.34046,-71.09481,Boston,MA,02115
9271,2150,FISHER COLLEGE - BOSTON,BOSTON,MA,2116,Private-Nonprofit,Unsubsidized - Graduate,41,41,721965.0,42,237955.0,42.35105,-71.07638,Boston,MA,02116
9272,2145,EASTERN NAZARENE COLLEGE,QUINCY,MA,2170,Private-Nonprofit,Unsubsidized - Graduate,49,49,860935.0,49,449997.0,42.26644,-71.01621,Quincy,MA,02170
9275,41432,HULT INTERNATIONAL BUSINESS SCHOOL,CAMBRIDGE,MA,2141,Private-Nonprofit,Unsubsidized - Graduate,38,38,779000.0,38,259692.0,42.37041,-71.08218,Cambridge,MA,02141
9278,2290,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,48824,Public,Unsubsidized - Graduate,3880,4200,80883039.0,4200,51943129.0,42.72129,-84.47607,East Lansing,MI,48824
9279,2325,UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,48109,Public,Unsubsidized - Graduate,3963,3978,82768859.0,4017,44850072.0,42.28408,-83.72531,Ann Arbor,MI,48109
9280,2329,WAYNE STATE UNIVERSITY,DETROIT,MI,48202,Public,Unsubsidized - Graduate,3499,3641,80569733.0,3644,40467896.0,42.37463,-83.07764,Detroit,MI,48202
9281,2268,GRAND VALLEY ST UNIVERSITY,ALLENDALE,MI,49401,Public,Unsubsidized - Graduate,1221,1221,20687153.0,1221,10676726.0,42.9763,-85.95604,Allendale,MI,49401
9282,2243,CENTRAL MICHIGAN UNIVERSITY,MOUNT PLEASANT,MI,48859,Public,Unsubsidized - Graduate,1485,1644,27950181.0,1644,13967767.0,43.58632,-84.77341,Mount Pleasant,MI,48859
9283,2330,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,49008,Public,Unsubsidized - Graduate,1168,1196,19950514.0,1196,9935187.0,42.26337,-85.61528,Kalamazoo,MI,49008
9284,2307,OAKLAND UNIVERSITY,ROCHESTER,MI,48309,Public,Unsubsidized - Graduate,1190,1226,24572626.0,1226,14430843.0,42.65866,-83.18348,Rochester,MI,48309
9285,2259,EASTERN MICHIGAN UNIVERSITY,YPSILANTI,MI,48197,Public,Unsubsidized - Graduate,1097,1152,18728508.0,1152,9559178.0,42.1973,-83.62903,Ypsilanti,MI,48197
9286,2323,UNIVERSITY OF DETROIT MERCY,DETROIT,MI,48221,Private-Nonprofit,Unsubsidized - Graduate,1023,1028,26229118.0,1028,14440864.0,42.4272,-83.14949,Detroit,MI,48221
9287,2260,FERRIS STATE UNIVERSITY,BIG RAPIDS,MI,49307,Public,Unsubsidized - Graduate,714,714,13580704.0,714,6814051.0,43.69797,-85.48272,Big Rapids,MI,49307
9288,2314,SAGINAW VALLEY STATE UNIVERSITY,UNIVERSITY CENTER,MI,48710,Public,Unsubsidized - Graduate,362,371,6858650.0,371,3447051.0,43.55649,-83.98781,University Center,MI,48710
9289,2327,UNIVERSITY OF MICHIGAN - FLINT,FLINT,MI,48502,Public,Unsubsidized - Graduate,668,668,11934187.0,668,6235368.0,43.01429,-83.68866,Flint,MI,48502
9290,2301,NORTHERN MICHIGAN UNIVERSITY,MARQUETTE,MI,49855,Public,Unsubsidized - Graduate,192,192,2569911.0,192,1333251.0,46.56603,-87.45932,Marquette,MI,49855
9291,2292,MICHIGAN TECHNOLOGICAL UNIV,HOUGHTON,MI,49931,Public,Unsubsidized - Graduate,137,137,2327316.0,137,1283540.0,47.13652,-88.6063,Houghton,MI,49931
9292,4673,BAKER COLLEGE,OWOSSO,MI,48867,Private-Nonprofit,Unsubsidized - Graduate,180,184,3002292.0,184,1503380.0,43.00537,-84.18766,Owosso,MI,48867
9293,2326,UNIVERSITY OF MICHIGAN - DEARBORN,DEARBORN,MI,48128,Public,Unsubsidized - Graduate,298,305,4387675.0,305,2599620.0,42.32054,-83.25952,Dearborn,MI,48128
9295,2318,SPRING ARBOR UNIVERSITY,SPRING ARBOR,MI,49283,Private-Nonprofit,Unsubsidized - Graduate,1009,1009,9627597.0,1018,9624813.0,42.20486,-84.55478,Spring Arbor,MI,49283
9296,2279,LAWRENCE TECHNOLOGICAL UNIVERSITY,SOUTHFIELD,MI,48075,Private-Nonprofit,Unsubsidized - Graduate,158,162,2430298.0,162,1436173.0,42.4618,-83.2299,Southfield,MI,48075
9298,2238,ANDREWS UNIVERSITY,BERRIEN SPRINGS,MI,49104,Private-Nonprofit,Unsubsidized - Graduate,340,340,4844618.0,340,3057985.0,41.96348,-86.35877,Berrien Springs,MI,49104
9299,6771,COLLEGE FOR CREATIVE STUDIES,DETROIT,MI,48202,Private-Nonprofit,Unsubsidized - Graduate,13,13,242997.0,13,119624.0,42.37463,-83.07764,Detroit,MI,48202
9300,2282,MADONNA UNIVERSITY,LIVONIA,MI,48150,Private-Nonprofit,Unsubsidized - Graduate,185,185,3479849.0,185,1774872.0,42.36859,-83.37261,Livonia,MI,48150
9301,4072,NORTHWOOD UNIVERSITY,MIDLAND,MI,48640,Private-Nonprofit,Unsubsidized - Graduate,141,141,2543590.0,141,1328554.0,43.58394,-84.33648,Midland,MI,48640
9305,2241,CALVIN UNIVERSITY,GRAND RAPIDS,MI,49546,Private-Nonprofit,Unsubsidized - Graduate,33,33,390066.0,33,276095.0,42.92815,-85.53629,Grand Rapids,MI,49546
9308,2308,OLIVET COLLEGE,OLIVET,MI,49076,Private-Nonprofit,Unsubsidized - Graduate,4,4,52000.0,4,19084.0,42.4309,-84.88657,Olivet,MI,49076
9311,2316,SIENA HEIGHTS UNIVERSITY,ADRIAN,MI,49221,Private-Nonprofit,Unsubsidized - Graduate,31,32,392459.0,32,102897.0,41.90343,-84.06372,Adrian,MI,49221
9314,2266,CORNERSTONE UNIVERSITY,GRAND RAPIDS,MI,49525,Private-Nonprofit,Unsubsidized - Graduate,62,62,1032359.0,62,481088.0,43.02144,-85.5918,Grand Rapids,MI,49525
9317,42629,WESTERN MICHIGAN UNIVERSITY HOMER STRYKER M.D. SCHOOL OF MEDICINE,KALAMAZOO,MI,49008,Private-Nonprofit,Unsubsidized - Graduate,72,72,3002097.0,72,1501050.0,42.26337,-85.61528,Kalamazoo,MI,49008
9318,2288,ROCHESTER UNIVERSITY,ROCHESTER HILLS,MI,48307,Private-Nonprofit,Unsubsidized - Graduate,2,2,23578.0,2,11789.0,42.65953,-83.12301,Rochester,MI,48307
9320,2262,KETTERING UNIVERSITY,FLINT,MI,48504,Private-Nonprofit,Unsubsidized - Graduate,56,61,765206.0,99,501104.0,43.05632,-83.74948,Flint,MI,48504
9323,2239,AQUINAS COLLEGE,GRAND RAPIDS,MI,49506,Private-Nonprofit,Unsubsidized - Graduate,19,19,196581.0,20,114442.0,42.94515,-85.6136,Grand Rapids,MI,49506
9325,2246,CLEARY UNIVERSITY,HOWELL,MI,48843,Private-Nonprofit,Unsubsidized - Graduate,86,86,806177.0,90,370147.0,42.56891,-83.92333,Howell,MI,48843
9326,4071,WALSH COLLEGE OF ACCOUNTANCY & BUSINESS ADMINISTRATION,TROY,MI,48007,Private-Nonprofit,Unsubsidized - Graduate,132,132,2168236.0,132,712678.0,42.60559,-83.14993,TROY,MI,48007
9336,32673,CAPELLA UNIVERSITY,MINNEAPOLIS,MN,55402,Proprietary,Unsubsidized - Graduate,16211,21120,258601543.0,21164,73762493.0,44.97608,-93.27119,Minneapolis,MN,55402
9337,25042,WALDEN UNIVERSITY,MINNEAPOLIS,MN,55401,Proprietary,Unsubsidized - Graduate,9769,9790,175956691.0,9796,60666401.0,44.98526,-93.26984,Minneapolis,MN,55401
9338,3969,UNIVERSITY OF MINNESOTA - TWIN CITIES,MINNEAPOLIS,MN,55455,Public,Unsubsidized - Graduate,4151,4337,86961101.0,4337,48868655.0,44.97453,-93.23432,Minneapolis,MN,55455
9339,8694,RASMUSSEN COLLEGE,SAINT CLOUD,MN,56301,Proprietary,Unsubsidized - Graduate,37,38,536389.0,38,212654.0,45.48718,-94.24307,Saint Cloud,MN,56301
9340,2345,UNIVERSITY OF ST THOMAS,ST PAUL,MN,55105,Private-Nonprofit,Unsubsidized - Graduate,1055,1072,18669886.0,1074,9086916.0,44.93465,-93.16689,Saint Paul,MN,55105
9341,2360,"MINNESOTA STATE UNIVERSITY, MANKATO",MANKATO,MN,56002,Public,Unsubsidized - Graduate,576,606,7505591.0,606,4085625.0,44.1634663,-93.9993505,MANKATO,MN,56002
9342,2388,UNIVERSITY OF MINNESOTA DULUTH,DULUTH,MN,55812,Public,Unsubsidized - Graduate,424,445,9673148.0,445,5748440.0,46.81236,-92.07564,Duluth,MN,55812
9343,2347,CONCORDIA UNIVERSITY - SAINT PAUL,SAINT PAUL,MN,55104,Private-Nonprofit,Unsubsidized - Graduate,908,944,14066493.0,944,4842039.0,44.95423,-93.16283,Saint Paul,MN,55104
9344,2380,SAINT MARY'S UNIVERSITY OF MINNESOTA,WINONA,MN,55987,Private-Nonprofit,Unsubsidized - Graduate,1211,1211,20508080.0,1211,7360190.0,43.98469,-91.63143,Winona,MN,55987
9345,2342,ST. CATHERINE UNIVERSITY,ST PAUL,MN,55105,Private-Nonprofit,Unsubsidized - Graduate,677,701,11745089.0,701,5872840.0,44.93465,-93.16689,Saint Paul,MN,55105
9346,2394,WINONA STATE UNIVERSITY,WINONA,MN,55987,Public,Unsubsidized - Graduate,289,309,4458042.0,309,2359361.0,43.98469,-91.63143,Winona,MN,55987
9347,2377,ST. CLOUD STATE UNIVERSITY,SAINT CLOUD,MN,56301,Public,Unsubsidized - Graduate,457,489,5901357.0,489,3339454.0,45.48718,-94.24307,Saint Cloud,MN,56301
